publication_type	publication_title	print_identifier	online_identifier	date_first_issue_online	num_first_vol_online	num_first_issue_online	date_last_issue_online	num_last_vol_online	num_last_issue_online	title_url	first_author	title_id	coverage_depth	coverage_notes	publisher_name	linking_issn
serial	Adverse Drug Reaction Bulletin 1973-2008	0044-6394		1973-02		38	2008-12		253			pub_adverse-drug-reaction-bulletin	fulltext		Lippincott Williams & Wilkins	0044-6394
serial	Advertising Age 1930-2016	0001-8899		1930-01	1	1	2014-12	85	25			pub_advertising-age	fulltext		Crain Communications, Incorporated	0001-8899
serial	Advertising Research Foundation. Annual Conference Proceedings 1975-1977	0568-0352		1975-01			1977-01					pub_advertising-research-foundation-annual-conference	fulltext		Advertising Research Foundation ARF	0568-0352
serial	The Adviser, Or, Vermont Evangelical Magazine 1809-1815	2154-7564		1809-01	1	1	1815-11	7	6			pub_adviser-or-vermont-evangelical-magazine	fulltext		Open Court Publishing Co	2154-7564
serial	Advisor Today 1980-2003	1529-823X		1980-01	75	1	2003-12	98	12			pub_advisor-today	fulltext		National Association of Insurance and Financial Advisors Service Corporation	1529-823X
serial	The Advocate 1999-2015	0001-8996		1999-01		776-777	2015-12		1082			pub_advocate	fulltext		Here Publications Inc	0001-8996
serial	Advocate - Illinois Education Association-NEA	1540-482X		1979-10	14	2	1984-06	18	7			pub_advocate-illinois-education-association	fulltext		National Education Association (I E A - N E A)	1540-482X
serial	Adweek 1985-2003	0199-2864		1985-01	26	1	2014-12	55	45			pub_adweek	fulltext		Adweek LLC	0199-2864
serial	AE Ue: International Journal of Electronics and Communication	1434-8411		1960-01	14	1	1977-12	31	12			pub_ae-ue-int-journal-electronics-and-communication	fulltext		Elsevier GmbH	1434-8411
serial	AEA Advocate 1974-1997	0194-8849		1974-08	1	1	1997-05	23	6			pub_aea-advocate	fulltext		Arizona Education Association	0194-8849
serial	AEDC Journal 1966-1981	0279-6430		1966-01	1	1	1981-09	16	4			pub_aedc-journal	fulltext		International Economic Development	0279-6430
serial	AEIT	1825-828X		1960-01	47	1	1977-12	64	12			pub_aeit	fulltext		Associazione Italiana per l'Informatica ed il Calcolo Automatico (A I C A)	1825-828X
serial	Aequationes Mathematicae 1989-1996	0001-9054		1980-01	20	1	2005-12	70	3			pub_aequationes-mathematicae	fulltext		Springer Science & Business Media	0001-9054
serial	The Aeronautical Journal 1897-2015	0001-9240		1897-01	1	1	2014-12	118	1210			pub_aeronautical-journal	fulltext		Royal Aeronautical Society	0001-9240
serial	The Aeronautical Quarterly 1949-1983	0001-9259		1949-05	1	1	1983-11	34	Part 4			pub_aeronautical-quarterly	fulltext		Royal Aeronautical Society	0001-9259
serial	Aeroplane 1974-1991	1741-4016		1974-01	2	1	1991-12	19	12			pub_aeroplane-monthly	fulltext		Key Publishing Ltd.	1741-4016
serial	Aerosol Age 1956-1991	0001-9291		1956-05	1	1	1991-03	36	3			pub_aerosol-age	fulltext		Industry Publications, Inc.	0001-9291
serial	Aerosol Science and Technology 1982-1996	0278-6826		1982-01	1	1	1996-11	25	4			pub_aerosol-science-and-technology	fulltext		Taylor & Francis Ltd.	0278-6826
serial	Aerospace 1963-1987	0001-9321		1963-03	1	1	1987-12	25	1			pub_aerospace	fulltext		Aerospace Industries Association Inc.	0001-9321
serial	Aerospace America 1963-2015	0740-722X		1972-01	10	1	2014-12	52	11			pub_aerospace-america	fulltext		American Institute of Aeronautics and Astronautics	0740-722X
serial	Aerospace Engineering 1986-2000	0736-2536		1986-01	6	1	2000-12	20	12			pub_aerospace-engineering	fulltext		Society of Automotive Engineers Inc.	0736-2536
serial	Aerospace Engineering 1942-1963	0740-722X		1942-04	1	1	1963-01	22	1			pub_aerospace-engineering-1942	fulltext		American Institute of Aeronautics	0740-722X
serial	Aerospace International 1972-1981	0001-9372		1972-05	8	1	1981-01	17	6			pub_aerospace-international-de	fulltext		Moench Verlagsgesellschaft mbH	0001-9372
serial	Aerospace International 1977-1996	2052-451X		1977-01	4	1	1996-12	23	12			pub_aerospace-international-uk	fulltext		Royal Aeronautical Society	2052-451X
serial	Aerospace Medicine and Biology 1974-1979	0001-9410		1974-02		125	1979-01		188			pub_aerospace-medicine-and-biology	fulltext		Superintendent of Government Documents	0001-9410
serial	Aerospace Medicine and Human Performance 1975-2015	2375-6314		1975-01	46	1	2014-12	85	12			pub_aerospace-medicine-and-human-performance	fulltext		Aerospace Medical Association	2375-6314
serial	Aerospace Technology 1956-1968	0568-0727		1956-10	1	1	1968-06	21	26			pub_aerospace-technology	fulltext		American Aviation Publications	0568-0727
serial	Aerztliche Praxis 1977-1979	0001-9534		1977-01	29	1	1979-12	31	99			pub_aerztliche-praxis	fulltext		Werk-Verlag Dr. Edmund Banaschewski	0001-9534
serial	AES : Journal of the Audio Engineering Society, audio.acoustics.applications 1953-2015	1549-4950		1953-01	1	1	2015-12	63	12			pub_aes-journal-of-the-audio-engineering-society	fulltext		Audio Engineering Society	1549-4950
serial	Aesthetic Plastic Surgery 1981-1996	0364-216X		1981-01	5	1	1996-01	20	6			pub_aesthetic-plastic-surgery	fulltext		Springer Science & Business Media	0364-216X
serial	Aesthetic Surgery Journal 1998-2003	1090-820X		1998-01	18	1	2003-11	23	6			pub_aesthetic-surgery-journal	fulltext		Oxford University Press	1090-820X
serial	Aevum	0001-9593		2001-01	75	1-3	2009-01	83	1-3			pub_aevum-1927	fulltext		Vita e Pensiero	0001-9593
serial	AFF : American fabrics and fashions 1975-1985	0748-3228		1975-09		105	1985-01		133			pub_aff-american-fabrics-fashions	fulltext		Doric Pub. Co.	0748-3228
serial	Affarsvarlden 1977-1979	0345-3766		1977-01		1-2	1979-12		51-52			pub_affarsvarlden	fulltext		Naringslivets Tidnings- Stiftelse	0345-3766
serial	Affilia 1988-2015	0886-1099		1988-03	3	1	2014-11	29	4			pub_affilia	fulltext		SAGE PUBLICATIONS, INC.	0886-1099
serial	AFIP Atlas of Tumor Pathology	0160-6344		1978-01			1988-01					pub_afip-atlas-of-tumor-pathology	fulltext		American Registry of Pathology	0160-6344
serial	AFL-CIO News 1955-1996	0001-1185		1955-12	1	1	1996-10	41	17			pub_afl-cio-afl-cio-news	fulltext		American Federation of Labor and	0001-1185
serial	The AFL-CIO American Federationist 1894-1982	0149-2489		1894-03	1	1	1982-04	89	4			pub_afl-cio-american-federationist	fulltext		American Federation of Labor and	0149-2489
serial	AFL-CIO. Proceedings 1955-1995	0569-4515		1955-12			1995-10					pub_afl-cio-proceedings	fulltext		American Federation of Labor and	0569-4515
serial	AFL-CIO Publications 1956-1994	0569-4523		1956-01			1994-01					pub_afl-cio-publications	fulltext		American Federation of Labor and	0569-4523
serial	AFL-CIO. The AFL-CIO American Federationist 1894-1982	0149-2489		1908-04	86	2232	1908-12	87	2270			pub_afl-cio-the-afl-cio-american-federationist	fulltext		American Federation of Labor and	0149-2489
serial	AFP Exchange 1990-1998	1528-4077		1990-01	10	1	1997-11	17	6			pub_afp-exchange	fulltext		Association for Financial Professionals	1528-4077
serial	Africa 1971-1986	0044-6475		1971-01		2	1986-11		183			pub_africa	fulltext		Africa Journal	0044-6475
serial	Africa: Rivista trimestrale di studi e documentazione	0001-9747		1973-03	28	1	1978-12	33	4			pub_africa-1946-it	fulltext		Istituto Italiano per l'Africa e l'Oriente	0001-9747
serial	Africa Bibliography	0266-6731		1986-01			2008-01					pub_africa-bibliography	fulltext		Cambridge University Press	0266-6731
serial	Africa Contemporary Record	0065-3845		1979-01	12		1996-01	26				pub_africa-contemporary-record	fulltext		Holmes & Meier Publishers, Inc.	0065-3845
serial	Africa Currents 1975-1981	0306-8412		1974-12		4	1981-07		24			pub_africa-currents	fulltext		Africa Publications Trust	0306-8412
serial	Africa Digest 1952-1974	0001-9798		1952-07	1	1	1974-12	21	6			pub_africa-digest	fulltext		Africa Publications Trust	0001-9798
serial	Africa Insight 1979-2011	0256-2804		1979-01	9	1	2012-03	41	4			pub_africa-insight	fulltext		Africa Institute	0256-2804
serial	Africa News 1973-1993	0191-6521		1989-01	31	1	1993-07	38	12			pub_africa-news	fulltext			0191-6521
serial	Africa Quarterly 1961-2012	0001-9828		1961-04	1	1	2012-08	52	3			pub_africa-quarterly	fulltext		Indian Council for Cultural Relations	0001-9828
serial	Africa Renewal	1816-9627		2014-01			2017-01					pub_africa-renewal	fulltext		United Nations 01_serials-process.sh 1039816.IAILL.20220526.mrc 1039816.IAILL.20220526_all.mrc 1039816.IAILL.20220612.mrc 5gaps.txt ALL_20211205.jsonl ALL_20220116.jsonl ALL_20220128.jsonl ALL_20220217.jsonl ALL_20220221.jsonl ALL_20220301.jsonl ALL_20220307.jsonl ALL_20220320.jsonl ALL_20220418.jsonl ALL_20220510.jsonl ALL_20220516.jsonl ALL_20220526.jsonl ALL_20220612.jsonl ALL_20230727.jsonl ALL_20230824.jsonl ALL_20231115.jsonl ALL_20231115.jsonl.bak ALL_20240507.jsonl ALL_20240712.jsonl ALL_20250122.jsonl ALL_20250731.jsonl BOSTON_SCAN.tmp.jsonl GTU-OCLCs.tsv IA_Serials_20220510_test0001.mrc IA_Serials_20220510_test0002.mrc IA_Serials_20220516_test0001.mrc InternetArchive_Global_Serials_20230727.txt InternetArchive_Global_Serials_20230824.txt InternetArchive_Global_Serials_20231115.txt InternetArchive_Global_Serials_20231115.txt.bak InternetArchive_Global_Serials_20240507.txt InternetArchive_Global_Serials_20240712.txt InternetArchive_Global_Serials_20250122.txt InternetArchive_Serials_20211205.txt InternetArchive_Serials_20220116.txt InternetArchive_Serials_20220128.txt InternetArchive_Serials_20220217.txt InternetArchive_Serials_20220221.txt InternetArchive_Serials_20220301.txt InternetArchive_Serials_20220307.txt InternetArchive_Serials_20220320.txt InternetArchive_Serials_20220418.txt InternetArchive_Serials_20220510.txt InternetArchive_Serials_20220516.txt InternetArchive_Serials_20220526.txt InternetArchive_Serials_20220612.txt InternetArchive_Serials_KBART_20240712.zip InternetArchive_Serials_KBART_20250122.zip OCLC-record-matching-map.tsv OCN-already-present.tsv UHM-OCLCs-Sheet1.tsv allOCNs_20220127.tsv batch-check.sh check-these.tsv check-these_CHECKED_001.tsv check607.log check707.log check807.log check907.log count-identifers.sh exclude.lst gapcheck.py generate-serial-input.sh get-issues.sh homeideas.lst issn-wo-ocn.lst issn-wo-ocn.tsv last-issue-pre1950.tsv last-ocn-notmatch.tsv lhrgen.py multis-to-check.lst nogapcheck.log nogapcheck2.log nohup.out ocn-check.py ocn-remove-remaining.tsv ocn-to-remove.tsv serials_20211205.jsonl serials_20220116.jsonl serials_20220127_ORIG.jsonl serials_20220128.jsonl serials_20220217.jsonl serials_20220221.jsonl serials_20220301.jsonl serials_20220307.jsonl serials_20220320.jsonl serials_20220418.jsonl serials_20220510.jsonl serials_20220516.jsonl serials_20220526.jsonl serials_20220612.jsonl serials_20230727.jsonl serials_20230824.jsonl serials_20231115.jsonl serials_20240507.jsonl serials_20240712.jsonl serials_20250122.jsonl serials_20250731.jsonl setOCN.py test.tsv to-clean.lst wcat work Department of Public Information	1816-9627
serial	Africa Report 1956-1995	0001-9836		1956-07	1	1	1995-05	40	3			pub_africa-report	fulltext		African-American Institute	0001-9836
serial	Africa South in Exile	0568-1170		1958-10	3	1	1961-10	6	1			pub_africa-south-in-exile	fulltext		Africa South Publications	0568-1170
serial	Africa Today 1966-2014	0001-9887		1966-12	14	1	2015-06	61	4			pub_africa-today	fulltext		Indiana University Press	0001-9887
serial	AFRICA 1985-2011	0001-9720		1985-01	55	1	2011-11	81	4			pub_africa-uk	fulltext		Cambridge University Press	0001-9720
serial	African Affairs 1984-2014	0001-9909		1984-01	83	330	2014-04	113	451			pub_african-affairs	fulltext		Oxford Publishing Limited(England)	0001-9909
serial	African American Review 1967-2014	1062-4783		1967-09	1	1	2014-12	47	4			pub_african-american-review	fulltext		Johns Hopkins University Press	1062-4783
serial	African Arts 1967-2015	0001-9933		1971-09	5	1	2015-12	48	4			pub_african-arts	fulltext		African Studies Center	0001-9933
serial	African Business 1978-2011	0141-3929		1978-01		SPECIAL ISSUE	2011-12		381			pub_african-business	fulltext		IC Publications, Inc.	0141-3929
serial	African Commentary 1989-1990	1045-2303		1989-10	1	1	1990-12	2	8			pub_african-commentary	fulltext		African Commentary Corporation	1045-2303
serial	African Communist 1973-2002	0001-9976		1973-01		52	2002-01		161			pub_african-communist	fulltext		Inkululeko Publications	0001-9976
serial	African Crop Science Journal	1021-9730		1993-12	1	2	1994-06	2	2			pub_african-crop-science-journal	fulltext		African Crop Science Society	1021-9730
serial	AFER : African Ecclesiastical Review	0250-4650		1959-01	1	1	1969-10	11	4			pub_african-ecclesiastical-review	fulltext		AMECEA Pastoral Institute	0250-4650
serial	African Entomology	1021-3589		1993-03	1	1	2021-12	24	3			pub_african-entomology	fulltext		Entomological Society of Southern Africa	1021-3589
serial	African Farming and Food Processing	0266-8017		1993-09			1993-09					pub_african-farming-and-food-processing	fulltext		Alain Charles Publishing Ltd.	0266-8017
serial	African Journal of Agricultural Sciences	0253-5955		1985-01	12	1-2	1990-01	17	1-2			pub_african-journal-of-agricultural-sciences	fulltext		Association for the Advancement of Agricultural Sciences in Africa	0253-5955
serial	African Journal of Ecology 1979-2006	0141-6707		1963-08	1		1996-12	44	4			pub_african-journal-of-ecology	fulltext		Blackwell Publishing Ltd.	0141-6707
serial	African Journal of Marine Science	1814-232X		1983-01		1	1997-01		18			pub_african-journal-of-marine-science	fulltext		Taylor & Francis Inc.	1814-232X
serial	African Journal of Medicine and Medical Sciences 1980-1990	0309-3913		1980-03	9	1-2	1990-12	19	4			pub_african-journal-of-medicine-and-medical-sciences	fulltext		Postgraduate Institute for Medical	0309-3913
serial	The African Journal of Mycology and Biotechnology	1110-5879		1993-06	1	1	2002-04	10	1			pub_african-journal-of-mycology-and-biotechnology	fulltext		Regional Center for Mycology and Biotechnology	1110-5879
serial	African Journal of Plant Protection	0379-6930		1976-08	1	1	2010-07	64-65				pub_african-journal-of-plant-protection	fulltext		Inter-African Phytosanitary Council	0379-6930
serial	African Journal of Tropical Hydrobiology and Fisheries 1971-1972	0002-0036		1971-01	1	1	1972-01	2	2			pub_african-journal-of-tropical-hydrobiology-and-fisheries	fulltext		Uganda Freshwater Fisheries	0002-0036
serial	African Natural History	1816-8396		2007-12	3		2008-12	4				pub_african-natural-history	fulltext		Iziko Museums of Cape Town	1816-8396
serial	African Plant Protection	1023-3121		1999-02	5	1	1999-02	5	1			pub_african-plant-protection	fulltext		African Plant Protection	1023-3121
serial	African Studies	0002-0184		1921-01	1	1-3	1988-01	47	2			pub_african-studies	fulltext		Routledge	0002-0184
serial	African Studies Review 1989-2013	0002-0206		1989-04	32	1	2013-12	56	3			pub_african-studies-review	fulltext		Cambridge University Press	0002-0206
serial	African Wildlife 1977-1996	0002-0273		1977-02	31	1	1996-11	50	6			pub_african-wildlife	fulltext		Wildlife Society of Southern Africa	0002-0273
serial	Africana Notes and news.Africana Aantekeninge 1976-1979	0002-032X		1976-03	22	1	1979-12	23	8			pub_africana-notes-and-news-africana-aantekeninge	fulltext		Africana Museum	0002-032X
serial	Afrique Magazine 1987-1990	0998-9307		1987-01		33	1990-12		76			pub_afrique-magazine	fulltext		AM International	0998-9307
serial	Afriscope 1974-1982	0044-667X		1974-01	4	1	1982-12	12	12			pub_afriscope	fulltext		Pan Afriscope	0044-667X
serial	Afro - Hispanic Review 1991-2013	0278-8969		1991-01	10	1	2013-09	32	2			pub_afro-hispanic-review	fulltext		Vanderbilt University. Department of Spanish and Portuguese	0278-8969
serial	After Dark 1960-1983	0002-0702		1960-02	1	1	1982-12	15	3-4			pub_after-dark	fulltext		Mr Lee Swanson Inactive Address	0002-0702
serial	Afterimage 1972-2015	0300-7472		1972-03	1	1	2015-05	42	6			pub_afterimage	fulltext		Visual Studies Workshop	0300-7472
serial	AFVA [American Film and Video Association] Evaluations 1973-1992	1051-5925		1973-01		1	1992-01					pub_afva-evaluations	fulltext		American Film & Video Association	1051-5925
serial	Ag Chem & Commercial Fertilizer 1946-1973	0092-0037		1946-05	1	1	1973-04	28	4			pub_ag-chem-commercial-fertilizer	fulltext		Industry Publications, Inc.	0092-0037
serial	Ag Chem New Compound Review	1072-7361		1990-01	8		1996-01	14				pub_ag-chem-new-compound-review	fulltext		Agranova	1072-7361
serial	Ag Consultant 1961-1999	0894-7155		1961-01	17	1	1999-11	55	6			pub_ag-consultant	fulltext		Meister Media Worldwide	0894-7155
serial	Agarica	0800-1820		2006-01	26		2021-01	42				pub_agarica	fulltext		Fredrikstad Soppforening	0800-1820
serial	AgBiotech News and Information	0954-9897		1989-02	1	1	2023-03	35	3			pub_agbiotech-news-and-information	fulltext		CABI	0954-9897
serial	Age and Ageing 1985-2013	0002-0729		1985-01	14	1	2013-11	43	6			pub_age-and-ageing	fulltext		Oxford Publishing Limited(England)	0002-0729
serial	Ageing and Society 1987-2015	0144-686X		1987-03	7	1	2015-11	35				pub_ageing-and-society	fulltext		Cambridge University Press	0144-686X
serial	Agency Sales 1973-2015	0749-2332		1973-01	3	1	2014-12	44	12			pub_agency-sales	fulltext		Manufacturers' Agents National Association	0749-2332
serial	Agenda 1959-2009	0002-0796		1959-01	1	1	2011-03	45	4			pub_agenda	fulltext		Agenda & Editions Charitable Trust	0002-0796
serial	AgExporter 1989-2004	1047-4781		1989-01	1	1	2004-12	16	12			pub_agexporter	fulltext		Superintendent of Documents	1047-4781
serial	Agfacts - Department of Agriculture, New South Wales	0725-7759		1983-01		Agdex 624	1983-01		Agdex 624			pub_agfacts-dept-of-agriculture-nsw	fulltext		Dept. of Agriculture, New South Wales	0725-7759
serial	Aggiornamenti Sociali	0002-094X		1963-01	14		2012-06	63	6			pub_aggiornamenti-sociali	fulltext		Aggiornamenti Sociali	0002-094X
serial	Aggression and Violent Behavior 1996-2006	1359-1789		1996-01	1	CONTENTS	2006-11	11	6			pub_aggression-and-violent-behavior	fulltext		Elsevier Science Ltd.	1359-1789
serial	Aging 1951-1996	0002-0966		1951-01		1	1996-01		367			pub_aging	fulltext		Superintendent of Documents	0002-0966
serial	Aging and Work 1978-1984	0161-2514		1978-03	1	2	1984-01	7	1			pub_aging-and-work	fulltext		National Council on the Aging	0161-2514
serial	Aging Today 2006-2007	1067-8379		2006-01	27	1	2007-11	28	6			pub_aging-today	fulltext		American Society on Aging	1067-8379
serial	Agios Kyprianos	1108-4030		1986-01	8	205-206	2009-11	11	353			pub_agios-kyprianos	fulltext		The Holy Monastery of Saints Cyprian and Justina	1108-4030
serial	Agrarökologie	1421-5594		1991-01	1		2001-01	40				pub_agrarokologie	fulltext		Haupt	1421-5594
serial	AgREN Newsletter	1464-5661		1996-01		33	2003-01		47			pub_agren-newsletter	fulltext		Overseas Development Institute	1464-5661
serial	AGREP : Permanent inventory of agricultural research projects in the european communities	0259-2630		1982-01	1		1983-11		Supplement			pub_agrep-permanent-inventory	fulltext		CABI	0259-2630
serial	Agri-Practice 1980-1981	0745-452X		1980-01	1	1	1981-11	2	6			pub_agri-practice	fulltext		Veterinary Practice Publishing Co	0745-452X
serial	Agribusiness 1985-2001	0742-4477		1985-03	1	1	2001-12	17	1			pub_agribusiness	fulltext		Wiley Periodicals Inc.	0742-4477
serial	Agricultura 1975-1989	0002-1334		1975-01	44	513	1989-12	58	689			pub_agricultura	fulltext		Agricultura	0002-1334
serial	Agricultural Administration and Extension 1974-1988	0269-7475		1985-01	18		1988-01	30	CONTENTS			pub_agricultural-administration-and-extension	fulltext		ELSEVIER LTD.	0269-7475
serial	Agricultural and Forest Meteorology 1986-1999	0168-1923		1986-10	38	1-3	1999-12	98-99				pub_agricultural-and-forest-meteorology	fulltext		ELSEVIER LTD.	0168-1923
serial	Agricultural Chemicals Approval Scheme : List of Approved Products and their uses for Farmers and Growers	0267-0747		1961-01			1980-01					pub_agricultural-chemicals-approval-scheme	fulltext		Great Britain Ministry of Agriculture, Fisheries and Food	0267-0747
serial	Agricultural Economics 1987-1996	0169-5150		1986-12	1	1	1997-01	15	3			pub_agricultural-economics	fulltext		John Wiley & Sons, Inc.	0169-5150
serial	The Agricultural Education Magazine 1929-2015	0732-4677		1929-01	1	1	2015-05	87	6			pub_agricultural-education-magazine	fulltext		National Council for Agricultural Education	0732-4677
serial	Agricultural Engineering 1920-1994	0002-1458		1920-09	1	1	1994-03	75	2			pub_agricultural-engineering	fulltext		American Society of Agricultural Engineers	0002-1458
serial	Agricultural Finance Review 1938-2006	0002-1466		1938-05	1	1	2006-09	66	2			pub_agricultural-finance-review	fulltext		Emerald Group Publishing Limited	0002-1466
serial	Journal of Agricultural & Food Information	1049-6505		1993-01	1	1	2006-01	7	4			pub_agricultural-food-information	fulltext		Taylor & Francis Inc.	1049-6505
serial	Agricultural History 1927-2015	0002-1482		1927-01	1	1	2014-12	88	1			pub_agricultural-history	fulltext		Agricultural History Society	0002-1482
serial	Agricultural History Review 1953-2011	0002-1490		1953-01	1		2011-01	59	Part 2			pub_agricultural-history-review	fulltext		British Agricultural History Society	0002-1490
serial	Agricultural Marketing 1956-1971	0002-1547		1956-07	1	1	1971-07	16	6			pub_agricultural-marketing	fulltext		Superintendent of Government Documents	0002-1547
serial	Agricultural Outlook 1978-2002	0099-1066		1978-01		29	2002-12		297			pub_agricultural-outlook	fulltext		Superintendent of Government Documents	0099-1066
serial	Agricultural Research 1953-2012	0002-161X		1953-01	1	1	2012-11	60	10			pub_agricultural-research	fulltext		Superintendent of Documents	0002-161X
serial	Review - Agricultural Research Institute	1018-9475		1991-01			1991-01					pub_agricultural-research-institute-review	fulltext		Ministry of Agriculture and Natural Resources	1018-9475
serial	Agricultural Research Journal	2395-1435		1991-06	28	2	2010-03	47	1-2			pub_agricultural-research-journal	fulltext		Punjab Agricultural University	2395-1435
serial	Agricultural research = Landbounavorsing	0081-2145		1971-07			1992-01					pub_agricultural-research-landbounavorsing	fulltext		Department of Agriculture	0081-2145
serial	Agricultural Science Digest	0253-150X		1981-06	1	2	1998-09	18	3			pub_agricultural-science-digest	fulltext		Agricultural Research Communication Centre	0253-150X
serial	Agricultural Science Review 1963-1973	0002-1652		1963-09	1	1	1973-01	11	2			pub_agricultural-science-review	fulltext		Superintendent of Government Documents	0002-1652
serial	Agricultural Situation 1922-1979	0002-1660		1922-01	1		1979-12	63	11			pub_agricultural-situation	fulltext		Superintendent of Government Documents	0002-1660
serial	Agricultural Statistics 1936-2009	0082-9714		1936-01			2009-01					pub_agricultural-statistics	fulltext		Superintendent of Government Documents	0082-9714
serial	Agricultural Systems 1976-1995	0308-521X		1976-01	1	3	1995-01	49	CONTENTS			pub_agricultural-systems	fulltext		ELSEVIER LTD.	0308-521X
serial	The Agricultural Technologist 1970-1971	0728-652X		1970-05	1	1	1971-11	2	4			pub_agricultural-technologist	fulltext		Agricultural Technologists of Australasia	0728-652X
serial	Agricultural Wastes 1985-1986	0141-4607		1985-01	12	1	1986-01	18	4			pub_agricultural-waste	fulltext		ELSEVIER LTD.	0141-4607
serial	Agricultural Water Management 1985-2010	0378-3774		1985-05	10	1	2010-11	97	12			pub_agricultural-water-management	fulltext		ELSEVIER LTD.	0378-3774
serial	Agricultural Zoology Reviews	0269-0543		1986-01	1		1996-01	7				pub_agricultural-zoology-reviews	fulltext		Intercept Ltd	0269-0543
serial	Agriculture 1949-1972	0002-1695		1949-04	56	1	1972-12	79	12			pub_agriculture	fulltext		Her Majesty's Stationery Office	0002-1695
serial	Agriculture and Forestry Bulletin 1973-1991	0705-3983		1973-03		19	1991-09	14	1-4			pub_agriculture-and-forestry-bulletin	fulltext		University of Alberta	0705-3983
serial	Agriculture and Human Values	0889-048X		1994-09	11	4	1998-01		15			pub_agriculture-and-human-values	fulltext		Springer Dordrecht	0889-048X
serial	Agriculture and Natural Resources	2468-1458		2016-01	50	1	2018-11	52	6			pub_agriculture-and-natural-resources	fulltext		Kasetsart University	2452-316X
serial	Agriculture, Ecosystems & Environment 1985-1997	0167-8809		1985-04	13	1	2016-06	226				pub_agriculture-ecosystems-environment	fulltext		ELSEVIER LTD.	0167-8809
serial	Agriculture & Equipment International 1985-2002	0269-2457		1985-07	37	4	2002-11	54	6			pub_agriculture-equipment-international	fulltext		Research Information Ltd.	0269-2457
serial	Agriculture for Development	1759-0604		1983-07	3	3	2019-12		38			pub_agriculture-for-development	fulltext		Tropical Agriculture Association	1759-0604
serial	Agriculture Handbook - US Department of Agriculture	0065-4612		1951-04		10	1951-04		10			pub_agriculture-handbook-us-dept-of-agriculture	fulltext		U.S. Department of Agriculture 01_serials-process.sh 1039816.IAILL.20220526.mrc 1039816.IAILL.20220526_all.mrc 1039816.IAILL.20220612.mrc 5gaps.txt ALL_20211205.jsonl ALL_20220116.jsonl ALL_20220128.jsonl ALL_20220217.jsonl ALL_20220221.jsonl ALL_20220301.jsonl ALL_20220307.jsonl ALL_20220320.jsonl ALL_20220418.jsonl ALL_20220510.jsonl ALL_20220516.jsonl ALL_20220526.jsonl ALL_20220612.jsonl ALL_20230727.jsonl ALL_20230824.jsonl ALL_20231115.jsonl ALL_20231115.jsonl.bak ALL_20240507.jsonl ALL_20240712.jsonl ALL_20250122.jsonl ALL_20250731.jsonl BOSTON_SCAN.tmp.jsonl GTU-OCLCs.tsv IA_Serials_20220510_test0001.mrc IA_Serials_20220510_test0002.mrc IA_Serials_20220516_test0001.mrc InternetArchive_Global_Serials_20230727.txt InternetArchive_Global_Serials_20230824.txt InternetArchive_Global_Serials_20231115.txt InternetArchive_Global_Serials_20231115.txt.bak InternetArchive_Global_Serials_20240507.txt InternetArchive_Global_Serials_20240712.txt InternetArchive_Global_Serials_20250122.txt InternetArchive_Serials_20211205.txt InternetArchive_Serials_20220116.txt InternetArchive_Serials_20220128.txt InternetArchive_Serials_20220217.txt InternetArchive_Serials_20220221.txt InternetArchive_Serials_20220301.txt InternetArchive_Serials_20220307.txt InternetArchive_Serials_20220320.txt InternetArchive_Serials_20220418.txt InternetArchive_Serials_20220510.txt InternetArchive_Serials_20220516.txt InternetArchive_Serials_20220526.txt InternetArchive_Serials_20220612.txt InternetArchive_Serials_KBART_20240712.zip InternetArchive_Serials_KBART_20250122.zip OCLC-record-matching-map.tsv OCN-already-present.tsv UHM-OCLCs-Sheet1.tsv allOCNs_20220127.tsv batch-check.sh check-these.tsv check-these_CHECKED_001.tsv check607.log check707.log check807.log check907.log count-identifers.sh exclude.lst gapcheck.py generate-serial-input.sh get-issues.sh homeideas.lst issn-wo-ocn.lst issn-wo-ocn.tsv last-issue-pre1950.tsv last-ocn-notmatch.tsv lhrgen.py multis-to-check.lst nogapcheck.log nogapcheck2.log nohup.out ocn-check.py ocn-remove-remaining.tsv ocn-to-remove.tsv serials_20211205.jsonl serials_20220116.jsonl serials_20220127_ORIG.jsonl serials_20220128.jsonl serials_20220217.jsonl serials_20220221.jsonl serials_20220301.jsonl serials_20220307.jsonl serials_20220320.jsonl serials_20220418.jsonl serials_20220510.jsonl serials_20220516.jsonl serials_20220526.jsonl serials_20220612.jsonl serials_20230727.jsonl serials_20230824.jsonl serials_20231115.jsonl serials_20240507.jsonl serials_20240712.jsonl serials_20250122.jsonl serials_20250731.jsonl setOCN.py test.tsv to-clean.lst wcat work Office of Public Affairs	0065-4612
serial	Agriculture in Northern Ireland	0002-175X		1935-09	10	5	1953-07	28	3			pub_agriculture-northern-ireland	fulltext		Ministry of Agriculture	0002-175X
serial	AgriDirect	1360-7812		1996-06		4	1996-06		4			pub_agridirect	fulltext		Biotechnology and Biological Sciences Research Council Agricultural Systems Directorate	1360-7812
serial	AgriMarketing 1989-2000	0002-1180		1989-01	27	1	2002-07	38	7			pub_agrimarketing	fulltext		Henderson Communications LLC	0002-1180
serial	Agrindex	0254-8801		1973-01	1	7	1976-01	2	9			pub_agrindex	fulltext		AGRIS Coordinating Centre	0254-8801
